date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-07-02,60.0,0.15308,10,2,8,0,0,20.0,80.0,0.0,0.0,100.0,0.0
2023-07-03,38.88888888888889,0.08586666666666669,9,1,7,0,1,11.11111111111111,77.77777777777779,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-07-04,38.88888888888889,0.15666666666666668,9,3,4,1,1,33.33333333333333,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-07-05,44.44444444444444,0.18278888888888886,9,4,3,1,1,44.44444444444444,33.33333333333333,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-07-06,65.0,0.25047,10,3,7,0,0,30.0,70.0,0.0,0.0,100.0,0.0
2023-07-07,27.77777777777778,0.09735555555555554,9,2,5,0,2,22.22222222222222,55.55555555555556,0.0,22.22222222222222,77.77777777777779,22.22222222222222
2023-07-08,25.0,0.07179999999999997,10,4,3,0,3,40.0,30.0,0.0,30.0,70.0,30.0
2023-07-09,65.0,0.19526,10,3,7,0,0,30.0,70.0,0.0,0.0,100.0,0.0
2023-07-10,66.66666666666666,0.18775555555555556,9,3,6,0,0,33.33333333333333,66.66666666666666,0.0,0.0,100.0,0.0
2023-07-11,45.0,0.10497999999999999,10,2,7,0,1,20.0,70.0,0.0,10.0,90.0,10.0
2023-07-12,-5.0,-0.07871,10,1,5,0,4,10.0,50.0,0.0,40.0,60.0,40.0
2023-07-13,15.0,0.049870000000000005,10,2,5,0,3,20.0,50.0,0.0,30.0,70.0,30.0
2023-07-14,30.0,0.05368000000000002,10,2,6,0,2,20.0,60.0,0.0,20.0,80.0,20.0
2023-07-15,0.0,-0.10878333333333333,6,0,4,0,2,0.0,66.66666666666666,0.0,33.33333333333333,66.66666666666666,33.33333333333333
2023-07-16,-6.25,-0.03773749999999999,8,2,2,1,3,25.0,25.0,12.5,37.5,50.0,50.0
